repository,continuous_integration,documentation,unit_test,community,history,license,management
bervProject/MyPersonalWebAdmin,1,0.07395993836671802,0.0,3,17.714285714285715,1,0.047619047619047616
RocketChat/Rocket.Chat.Livechat,0,0.005310980291783977,0.0018704699555763386,3,21.047619047619047,1,0.047619047619047616
sencha/ext-react,0,0.1551946236588325,0.0005119087906273981,2,62.0,1,0.047619047619047616
davesag/swagger-routes-express,0,0.01753659210162939,0.6975524475524476,2,11.238095238095235,1,0.047619047619047616
inc2734/snow-monkey-blocks,1,0.03548039140149472,0.0,1,38.285714285714285,1,0.047619047619047616
qlik-oss/core-data-loading,0,0.001006036217303823,0.0,3,9.619047619047619,1,0.047619047619047616
fandoghpaas/fandogh-docs,1,0.0101547727431893,0.0,3,32.05,0,0.05
DankMemer/dankmemer.lol,0,0.0030054994244788336,0.0,3,16.80952380952381,1,0.047619047619047616
optoolco/components,0,0.1296281921912598,0.0,4,53.14285714285714,1,0.047619047619047616
sc-voice/sc-voice,0,0.007540275220045531,0.5259837290386851,1,67.52380952380952,1,0.047619047619047616
mbrn/material-table,1,0.0148975791433892,0.0,17,60.047619047619044,1,0.047619047619047616
NYCPlanning/labs-layers-api,0,0.003943553063986082,0.4279411764705882,5,20.61904761904762,1,0.047619047619047616
GetScatter/ScatterApps,1,0.0021882277362884448,1.0,47,38.23809523809524,0,0.047619047619047616
developmentseed/scoreboard,0,0.06954019009564125,0.0,6,100.04761904761904,0,0.047619047619047616
girder/girder_web_components,0,0.033218346748434914,0.6585365853658537,3,15.761904761904766,1,0.047619047619047616
process-engine/process_engine_runtime,0,0.027702813215570818,0.9286575980698032,4,111.76190476190477,1,0.047619047619047616
folio-org/stripes,0,0.0,0.0,4,12.309523809523812,1,0.023809523809523808
folio-org/platform-complete,0,0.0009090909090909092,0.08,3,43.714285714285715,1,0.047619047619047616
NMDSdevopsServiceAdm/SopraSteria-SFC,1,0.037476615926785535,0.1728325055727191,13,295.90476190476187,1,0.047619047619047616
pxblue/themes,0,0.052717096948907735,0.0,6,16.142857142857142,1,0.047619047619047616
facebook/fbt,1,0.06643798519588373,0.09719415693593916,20,25.684210526315788,1,0.05263157894736842
engine262/engine262,0,0.14317587321126327,0.0,2,43.047619047619044,1,0.047619047619047616
OpenZeppelin/openzeppelin-sdk,0,0.03641990418575375,0.918833003673354,7,75.09523809523809,1,0.047619047619047616
mrtnzlml/meta,0,0.025279403938265037,0.0,1,22.33333333333333,0,0.047619047619047616
gridsome/gridsome,0,0.01817471174516318,0.1724270169215282,1,46.85714285714285,1,0.047619047619047616
peeranha/peeranha-web,1,0.01981974330937696,0.39359048550276376,3,12.428571428571427,0,0.047619047619047616
PDNMX/pdn,0,0.01384734150342565,0.0,2,64.9047619047619,1,0.047619047619047616
axa-group/nlp.js,1,0.02597650807452873,0.0758781588644441,2,46.38095238095239,1,0.047619047619047616
chrisguttandin/angular-prerender,1,0.0014914243102162564,0.894993894993895,1,57.76190476190475,1,0.047619047619047616
FoodStandardsAgency/register-a-food-business-front-end,0,0.03257103257103257,0.547423292083404,5,72.16666666666667,1,0.04166666666666666
hubiinetwork/nahmii-cli,0,0.0006640106241699867,0.6774907749077491,4,13.095238095238097,1,0.047619047619047616
wikimedia/mediawiki-extensions-TemplateWizard,0,0.058003169572107764,0.11202185792349728,4,12.518518518518519,1,0.037037037037037035
FoodStandardsAgency/register-a-food-business-service,1,0.01288895668090299,0.4476655721950829,7,43.83333333333334,1,0.04166666666666666
olkb/orders,1,0.0226628895184136,0.0,2,22.619047619047624,0,0.047619047619047616
raithos/raithos.github.io,0,0.026025747195663633,0.0,1,25.380952380952376,0,0.047619047619047616
advence-liz/workspace,0,0.06410995344712922,0.0035442265488387376,1,16.238095238095234,0,0.047619047619047616
jxnblk/mdx-deck,0,0.021701687909059592,0.06828735318219066,2,70.95238095238095,1,0.047619047619047616
galtproject/galtproject-core,1,0.0464066698821746,0.8972557739930257,2,93.23809523809523,1,0.047619047619047616
sheinsight/shineout,1,0.055166883278489065,0.12627330020372804,3,74.53571428571429,1,0.03571428571428571
laravel/nova-docs,0,0.006122286713842729,0.0,3,30.285714285714285,1,0.047619047619047616
embermap/ember-cli-fastboot-testing,1,0.06738683127572016,0.0,3,22.272727272727273,1,0.045454545454545456
ember-learn/cli-guides,1,0.001101287895010554,0.020618556701030927,12,14.857142857142858,1,0.047619047619047616
sider/sider-docs,0,0.013314754605976158,0.0,5,37.40909090909091,1,0.045454545454545456
futurestudio/hapi-request-utilities,1,0.12396006655574045,0.0,2,10.954545454545457,1,0.045454545454545456
kubesphere/docs.kubesphere.io,1,0.0016506803479812626,0.008144269924374637,7,78.52380952380952,1,0.047619047619047616
Optum/mockiato,1,0.05014877262583685,0.08504847763225039,6,74.04761904761905,1,0.047619047619047616
ckeditor/ckeditor5-media-embed,1,0.22309197651663404,0.7159329140461216,5,18.428571428571427,1,0.047619047619047616
razzius/weave,0,0.011907730673316708,0.0,1,31.28,1,0.04
apexcharts/apexcharts.js,1,0.03503087629449627,0.009129651753713379,1,81.77272727272727,1,0.045454545454545456
pavjacko/renative,1,0.04246422146226033,0.009933895767137796,2,137.22727272727272,1,0.045454545454545456
asyncapi/generator,0,0.07664390430256435,0.02479820627802691,7,26.181818181818183,1,0.045454545454545456
UMAprotocol/protocol,0,0.2175150992234685,0.1749795584627964,4,47.77272727272727,1,0.045454545454545456
m5stack/m5-docs,0,0.008540850482580568,0.0,6,102.04545454545456,1,0.045454545454545456
Financial-Times/g-components,0,0.012292106082085679,0.0,2,23.181818181818183,0,0.045454545454545456
tillhub/schemas,0,0.0006265566015569931,0.0,8,80.77272727272727,1,0.045454545454545456
tobeyadr/Groundhogg,1,0.216298793657483,0.0,1,65.22727272727273,0,0.045454545454545456
mike-north/ember-qunit-decorators,1,0.06793206793206794,0.3970460469157255,2,16.19047619047619,1,0.047619047619047616
tsuyukimakoto/yoritomo,1,0.0004363953742090334,0.0,2,25.181818181818183,1,0.045454545454545456
ebshimizu/hots-parser,0,0.015023838563033597,0.009633911368015412,1,6.428571428571429,1,0.047619047619047616
stefanbuck/eslint-rule-docs,0,0.0,0.22033898305084745,2,11.35,0,0.05
wKovacs64/drinks,0,0.012847222222222222,0.0,2,64.4090909090909,1,0.045454545454545456
maidsafe/safenetwork.tech,0,0.011218321320623113,0.010993106018259736,4,15.714285714285715,1,0.047619047619047616
ifyour/github-trending-archive,1,0.0,0.0,1,32.72727272727273,1,0.045454545454545456
Smartling/api-docs,1,0.001672066046608841,0.0,10,11.714285714285715,0,0.047619047619047616
t-hashimoto249/js-bbclib,0,0.34712065086922994,0.997503056472032,2,11.304347826086955,1,0.043478260869565216
LekoArts/gatsby-starter-prismic,0,0.03691414350891746,0.11423841059602648,2,12.238095238095234,1,0.047619047619047616
ProtoSchool/protoschool.github.io,1,0.014114863976869497,0.14820249449743214,6,22.285714285714285,1,0.047619047619047616
goodrain/rainbond-ui,1,0.015062213490504257,0.0008349859096127753,3,72.63636363636364,1,0.045454545454545456
MetaMask/metamask-mobile,0,0.09475562508402488,0.1054146391966042,2,36.27272727272727,0,0.045454545454545456
wunderdogsw/w2,1,0.004238116972028428,0.0,7,34.54545454545455,0,0.045454545454545456
tech-conferences/conference-data,0,0.0001231678778174652,0.0,2,181.4090909090909,1,0.045454545454545456
liquality/liquality-swap,1,0.004013574365333159,0.0,3,29.863636363636363,1,0.045454545454545456
IsyFact/isy-style,0,0.12506804572672836,0.0,9,6.651162790697675,0,0.02325581395348837
leanjs/leanjs,0,0.017131694955520946,0.032673235548993804,2,171.45454545454547,0,0.045454545454545456
scriptype/feed,1,0.0028078620136381873,0.0,2,40.63636363636363,0,0.045454545454545456
Turbo87/ogn-web-viewer,1,0.04454395474899835,0.0,2,35.36363636363637,1,0.045454545454545456
ecency/ecency-mobile,0,0.02738295094198844,0.0,2,953.3181818181821,1,0.045454545454545456
dcloudio/uni-app,0,0.09840062796149823,0.01551920615719069,5,226.95454545454547,1,0.045454545454545456
Tsuk1ko/cq-picsearcher-bot,0,0.15273581738838538,0.0,1,16.181818181818183,1,0.045454545454545456
ebi-webcomponents/nightingale,1,0.005691711445207916,0.0742296918767507,3,67.45,1,0.05
betagouv/signup-front,0,0.006947494509882211,0.042711490768806835,4,34.1875,1,0.03125
RedHatInsights/insights-inventory-frontend,1,0.0016182447689297005,0.042643923240938165,4,15.25,1,0.04166666666666666
shockpkg/packages,1,0.0022541159015036947,0.10925306577480492,1,8.590909090909092,1,0.045454545454545456
Qwant/erdapfel,1,0.00808118540654962,0.07651452282157678,7,80.0,1,0.03333333333333333
vip-git/react-jsonschema-form-material-ui,0,0.010700838892925555,0.4862051015096304,3,28.45454545454545,1,0.045454545454545456
futurestudio/hapi-rate-limitor,1,0.1671171171171171,0.0,2,21.227272727272727,1,0.045454545454545456
common-voice/sentence-collector,0,0.004371584699453553,0.0,2,29.54545454545455,1,0.045454545454545456
Alheimsins/hugmyndir,1,0.008565310492505356,0.0,2,13.181818181818182,1,0.045454545454545456
Alheimsins/gun-server,1,0.00018433179723502304,0.0,2,31.318181818181817,1,0.045454545454545456
freesewing/freesewing,0,0.04450913007796471,0.0007012940005429372,1,190.4090909090909,1,0.045454545454545456
npm/cli,1,0.07431048909186147,0.008189152778408489,4,71.8740157480315,1,0.007874015748031496
adobe/git-server,0,0.04147522662361853,0.4506787330316742,5,23.91304347826087,1,0.043478260869565216
adobe/helix-cli,0,0.0436767321746212,0.5867609254498715,6,103.82608695652172,1,0.043478260869565216
adobe/helix-simulator,0,0.04363692434210526,0.5612104539202201,7,30.72,1,0.04
eggheadio/how-to-egghead,0,0.00150472106233307,0.0,6,17.045454545454547,1,0.045454545454545456
corestate55/netoviz,0,0.08024683321833544,0.0,1,20.863636363636363,1,0.045454545454545456
kulstuff/ninjaproject,0,0.02995270625328429,0.0,6,74.95454545454545,0,0.045454545454545456
SAP/luigi,1,0.01954269141754137,0.4023662332125346,11,35.476190476190474,1,0.047619047619047616
cockpit-project/cockpit-podman,1,0.18349953123668286,0.0,5,11.428571428571427,1,0.028571428571428567
kyma-project/console,0,0.00826946499123667,0.0926676321952422,15,40.63636363636363,1,0.045454545454545456
nextcloud/terms_of_service,0,0.05279089945049648,0.0,3,16.588235294117652,1,0.029411764705882356
Xu-Angel/Scattered,0,0.11942159660439798,0.0,1,19.545454545454547,0,0.045454545454545456
18xx-maker/18xx-maker,1,0.0069772358869546825,0.14085865894838398,1,54.69230769230769,1,0.038461538461538464
digipolisantwerp/acpaas-ui_react,1,0.005935370411079358,0.2488286479250335,7,29.84,1,0.04
openforis/arena,1,0.06372577660921219,0.01883388656371771,4,197.45454545454547,1,0.045454545454545456
Growthfilev2/frontend,0,0.028889404127057733,0.0,1,129.0,0,0.045454545454545456
tracking-exposed/yttrex,0,0.005750028048917312,0.0024756931940943467,2,15.363636363636365,1,0.045454545454545456
accessibilitysupported/a11ysupport.io,1,0.0018627437601495653,0.050175343943889936,1,36.13636363636363,1,0.045454545454545456
RedHatInsights/vulnerability-ui,1,0.0044866137099146795,0.19522708158116064,4,52.875,1,0.04166666666666666
chriseyre2000/contentful-to-neo4j,0,0.05982053838484546,0.3600493218249075,2,19.045454545454547,1,0.045454545454545456
release-drafter/release-drafter,1,0.008868432869330938,0.6923566878980891,5,41.21739130434783,1,0.043478260869565216
Markus-Rost/discord-wiki-bot,0,9.751340809361288e-05,0.0,1,16.565217391304348,1,0.043478260869565216
adobe/helix-pipeline,0,0.04436467457589533,0.6976696012428794,5,69.56521739130434,1,0.043478260869565216
OptimistikSAS/OIBus,0,0.031900009327488106,0.2565853658536585,6,75.43478260869566,1,0.043478260869565216
dhis2/ui-core,0,0.08345063957402532,0.05077430820005077,5,59.45454545454545,1,0.045454545454545456
ornikar/shared-configs,0,0.046333890613804635,0.04730229120473023,3,21.73913043478261,0,0.043478260869565216
algolia/rollup-jest-boilerplate,1,0.20357945717931136,6.547287786034635e-05,1,12.26086956521739,1,0.043478260869565216
johno/johno.com,0,0.0017593244194229413,0.0,2,31.90909090909091,0,0.045454545454545456
UNDataForum/design-system,0,0.01977830906324712,0.0,1,29.17391304347826,1,0.043478260869565216
salgum1114/react-design-editor,0,0.01793478769063894,0.0,3,17.695652173913047,1,0.043478260869565216
dashevo/wallet-lib,1,0.03785242951409718,0.4528435539364501,3,7.434782608695652,1,0.043478260869565216
omgnetwork/plasma-contracts,0,0.04145685314202938,0.8677325581395349,8,59.0,1,0.043478260869565216
nzzdev/Storytelling-Styleguide,0,0.01751946607341491,0.0,3,21.40909090909091,0,0.045454545454545456
Integreat/integreat-react-native-app,0,0.07276140760583373,0.16112885698290907,5,139.82608695652175,1,0.043478260869565216
wintercounter/mhy,0,0.02167712492869367,0.008333333333333333,1,37.40909090909091,1,0.045454545454545456
davesag/sequelize-test-helpers,0,0.0017121032529961804,0.4976133651551313,2,10.130434782608695,1,0.043478260869565216
Armasyll/psde,0,0.04212471896164085,0.0,1,37.26086956521739,1,0.043478260869565216
navikt/dittnav,0,0.001951911986514063,0.0,8,33.65217391304348,1,0.043478260869565216
alibaba-fusion/next,1,0.11437490464846088,0.7769472267902526,7,114.82608695652172,1,0.043478260869565216
makerdao/governance-portal,0,0.025269283781714228,0.14494988434849654,5,54.82608695652174,1,0.043478260869565216
ninjadotorg/handshake-i18n,1,0.0005660183184110322,0.0,1,1260.0869565217392,0,0.043478260869565216
nondanee/UnblockNeteaseMusic,0,0.07329842931937172,0.0,2,17.869565217391305,1,0.043478260869565216
OpenBuilds/OpenBuilds-CONTROL,1,0.050033648842798026,3.631022732017814e-06,1,19.727272727272727,1,0.045454545454545456
mysticatea/eslint-evaluating-issues,0,0.11059190031152648,0.0,2,76.21739130434783,1,0.043478260869565216
Tangerine-Community/tangy-form-editor,1,0.03813224065509234,0.0,2,29.217391304347824,1,0.043478260869565216
tophat/yvm,0,0.015001648532805802,0.5473917869034406,6,24.52173913043478,1,0.043478260869565216
graphprotocol/graph-cli,1,0.0351668169522092,0.17338603425559948,5,39.0,1,0.043478260869565216
massgov/mayflower,0,0.16979306730149865,0.0007180182695759702,11,102.02173913043478,1,0.021739130434782608
kondoumh/sbe,0,0.0008577800651912848,0.0,1,21.56521739130435,1,0.043478260869565216
cozy/cozy-libs,1,0.06583501163404573,0.4801080856370817,8,147.0,1,0.043478260869565216
magento/pwa-studio,0,0.0723561745833607,0.09561836206758037,18,56.82608695652174,1,0.043478260869565216
yankaindustries/mc-components,1,0.018833849329205368,0.013764253424195398,4,27.695652173913047,0,0.043478260869565216
ioBroker/ioBroker.zigbee,1,0.0509731913330885,0.0,6,55.82142857142857,1,0.03571428571428571
nulogy/design-system,1,0.004584241103848947,0.07461900414354941,4,205.56521739130437,1,0.043478260869565216
codefordenver/Comrad,0,0.012203564471205706,0.026145774617352468,4,81.04347826086956,1,0.043478260869565216
LincolnSteinLab/icgc-viewer,1,0.1279527559055118,0.14392744479495267,1,14.0,1,0.043478260869565216
backyourstack/backyourstack,0,0.0005779505055929227,0.013530864197530863,4,41.0,1,0.043478260869565216
NYCPlanning/labs-zap-search,0,0.08858707983533759,0.0,4,52.59090909090909,0,0.045454545454545456
WeOpenly/localgov.fyi,0,0.015496463190987688,0.0,1,45.60869565217392,0,0.043478260869565216
wmfs/tymly-core,0,0.02037936980717981,0.5228602124865703,4,33.90322580645161,1,0.03225806451612903
alferpal/nodejs-starter-hapi-typescript,0,0.0002891844997108155,0.0,2,21.17391304347826,1,0.043478260869565216
blackflux/object-scan,0,4.033570059078356e-05,0.7576719576719577,3,76.04347826086956,1,0.043478260869565216
wen911119/preact-studio,0,0.020087800984435283,0.0,1,22.82608695652174,0,0.043478260869565216
StanfordHCI/bang,0,0.06585916045508043,0.0,8,92.08695652173913,1,0.043478260869565216
alleyinteractive/irving,1,0.009180628873077806,0.14732709848747258,3,59.1304347826087,1,0.043478260869565216
openml/openml.org,1,0.026927427299595,0.0,6,47.25,0,0.04166666666666666
Amsterdam/signals-frontend,0,0.02038615915700967,0.5389175257731958,4,222.43478260869568,1,0.043478260869565216
cocos-creator-packages/jsb-adapter,0,0.15548961424332344,0.0,9,18.565217391304348,0,0.043478260869565216
betagouv/eva,0,0.0011601719784344502,0.5571713147410359,3,74.33333333333333,1,0.05555555555555555
bmlt-enabled/crouton,1,0.07491775288385458,0.0,2,20.17391304347826,1,0.043478260869565216
streamich/git-cz,1,0.04005722460658083,0.13986013986013987,6,7.093023255813954,0,0.02325581395348837
ChilliCream/hotchocolate-docs,0,0.0012691533818294384,0.0,2,16.181818181818183,1,0.045454545454545456
fomantic/Fomantic-UI,0,0.07079664344469387,0.0028580635218627853,4,90.97647058823529,1,0.011764705882352941
WeBankFinTech/wxa,1,0.031245399357425544,0.11399409078699975,1,32.73913043478261,1,0.043478260869565216
Stremio/stremio-web,0,0.021677093623092964,0.023789924267369117,3,139.6086956521739,1,0.043478260869565216
Flagsmith/flagsmith-frontend,0,0.008986928104575163,0.0,4,47.78260869565217,1,0.043478260869565216
wazo-platform/wazo-js-sdk,1,0.08659571475455953,0.09206155890168292,4,54.69565217391305,1,0.043478260869565216
Tienei/TinyBot,0,0.01795157250208739,0.0,2,33.69565217391305,1,0.043478260869565216
IHTSDO/authoring-ui,1,0.05072538539323524,0.0030714189280410427,6,94.76271186440678,1,0.01694915254237288
pubkey/broadcast-channel,1,0.10429171962068627,0.037926111011957885,2,17.545454545454547,1,0.045454545454545456
typescript-cheatsheets/react,0,0.01455160744500846,0.0,10,24.82608695652174,1,0.043478260869565216
LekoArts/gatsby-starter-portfolio-cara,0,0.02066115702479339,0.0,3,13.478260869565215,1,0.043478260869565216
OperationCode/front-end,0,0.050677666470241606,0.2457326460941161,6,199.2173913043478,1,0.043478260869565216
herotc/bfa.herodamage.com,1,0.009547912113194524,0.0,1,31.73913043478261,1,0.043478260869565216
developedbyme/wprr-api,0,0.28063625403492404,0.0,1,9.738095238095235,1,0.023809523809523808
genouest/genouestaccountmanager,1,0.043669669061835836,0.06798307475317349,2,19.91304347826087,1,0.043478260869565216
Netflix/pollyjs,1,0.03810470510271703,0.4630029844602244,3,13.695652173913045,1,0.043478260869565216
feross/bitmidi.com,1,0.02423079229892641,0.0,1,39.42857142857143,0,0.028571428571428567
segmentio/analytics.js-integrations,0,0.15888925628943815,0.7591651747552459,7,14.26086956521739,1,0.043478260869565216
Pimentoso/mini4wdchrono,0,0.010913978494623656,0.0,1,16.043478260869566,1,0.043478260869565216
mozilla/Spoke,0,0.02193388123992495,0.0,2,104.78260869565216,1,0.043478260869565216
chaskiq/chaskiq,1,0.04546953653879535,0.02896951657600328,1,71.875,1,0.04166666666666666
cybozu/eslint-config,0,0.047939582991298635,0.3082706766917293,3,18.73913043478261,1,0.043478260869565216
logzio/logz-docs,0,0.051152594167275627,0.0,3,27.217391304347824,0,0.043478260869565216
equinor/radix-web-console,0,0.0309688355717825,0.04748850371418465,3,39.75,1,0.04166666666666666
ember-learn/ember-website,1,0.011674757758603748,0.0,12,51.91304347826087,1,0.043478260869565216
SayHelloGmbH/hello-roots,0,0.06853434050823219,0.0,1,21.33333333333333,1,0.04166666666666666
bitfinexcom/bfx-report,0,0.0006643887623386484,0.3358490566037736,3,44.52173913043478,1,0.043478260869565216
bitfinexcom/bfx-report-ui,0,0.024040124524386027,0.035676662686986445,3,69.45833333333333,1,0.04166666666666666
Simonwep/pickr,1,0.025472298874973463,0.0,3,24.130434782608692,1,0.043478260869565216
BITVA-Game/bitva-game,1,0.026441487546912317,0.0,3,61.83333333333334,0,0.04166666666666666
getndazn/dazn-lambda-powertools,0,0.003237930037583117,0.6976663785652549,7,24.0,1,0.04166666666666666
RedHatInsights/insights-advisor-frontend,1,0.029231912218539262,0.0,3,36.125,1,0.04166666666666666
wemake-services/wemake-frontend-styleguide,1,0.05227272727272727,0.3134872417982989,2,27.875,1,0.04166666666666666
RubinLab/epadjs,0,0.09556309499251664,0.0587640691903188,4,40.34782608695652,1,0.043478260869565216
asterics/AsTeRICS-Grid,0,0.08436452693993297,0.0,1,76.45833333333333,1,0.04166666666666666
polintw/Pensieve,0,0.03163100425990305,0.0,1,48.08333333333334,0,0.04166666666666666
iotaledger/trinity-wallet,0,0.0640342893688198,0.2219939855060556,4,370.21875,1,0.03125
Koenkk/zigbee-herdsman-converters,0,0.027385226491482697,0.006844106463878327,105,83.29166666666667,1,0.04166666666666666
vtex-apps/store,0,0.012641083521444696,0.08706467661691543,21,73.75,0,0.04166666666666666
ApollosProject/apollos-apps,1,0.024014100022031283,0.3446609052292369,4,34.166666666666664,1,0.04166666666666666
Tangerine-Community/tangy-form,1,0.07974010632014178,0.0,2,36.43478260869565,1,0.043478260869565216
prettier/plugin-ruby,0,0.07455357142857143,0.49921966445571603,1,47.0,1,0.04166666666666666
couchbase/docs-site,0,0.016629915472252847,0.0,4,24.29166666666667,0,0.04166666666666666
McCarthey/py-practice,0,0.0490986407868305,0.0,2,34.0,0,0.04166666666666666
aermin/ghChat,0,0.009268292682926829,0.0,1,13.782608695652176,1,0.043478260869565216
CityOfPhiladelphia/phila.gov-router,1,0.002395783421178725,0.5227272727272727,5,37.56,0,0.04
Julienedies/shandy,0,0.02380375946366818,0.0,1,13.416666666666664,0,0.04166666666666666
choerodon/manager-service,0,0.08243144275368215,0.0,16,33.166666666666664,1,0.04166666666666666
open-hand/website,0,0.10378275203886864,0.0,23,83.0,0,0.04166666666666666
mbarker84/css-irl,0,0.0017574692442882249,0.0,1,14.0,1,0.04166666666666666
bbc/simorgh,1,0.0018534203277485008,0.3229548876964517,40,1240.4166666666667,1,0.04166666666666666
WFCD/warframe-items,0,0.0005188647499788329,0.012666666666666666,1,87.25,1,0.04166666666666666
guidokessels/xwing-data2,0,0.003368344802607751,0.14254859611231102,4,35.916666666666664,1,0.04166666666666666
tighten/builtwithjigsaw,0,0.17667045738218734,0.0,9,13.5,0,0.04166666666666666
shinjuku-mokumoku/shinjuku-mokumoku,0,0.0044334333029078105,0.0,35,150.33333333333334,0,0.04166666666666666
Financial-Times/n-conversion-forms,0,0.04729854893485644,0.8096649190790973,10,32.95652173913044,0,0.043478260869565216
weitblicker/weitblick-website,0,0.05343762370638466,0.0,3,37.75,0,0.04166666666666666
ckeditor/ckeditor5-autosave,1,0.3824527387300049,0.7881355932203391,4,8.826086956521738,1,0.043478260869565216
ApptivaAG/apptiva-webpage,0,0.0011226944667201283,0.0,6,22.903225806451612,0,0.03225806451612903
bytedance/xgplayer,0,0.110086172478041,0.0006288273820464946,6,32.291666666666664,1,0.04166666666666666
Manuel-777/MTG-Arena-Tool,1,0.1694946423754996,0.002574209637197329,2,139.375,1,0.04166666666666666
blockstack/app.co,0,0.006426236773585951,0.0,3,52.75,0,0.04166666666666666
smallwins/docs.begin.com,0,0.01116175783076204,0.0,3,26.95833333333333,1,0.04166666666666666
GuacLive/guac-web,0,0.0731331793687452,0.0,2,56.33333333333334,1,0.04166666666666666
NetCZ/vue-pikaday,1,0.03,0.34323922734026746,2,10.909090909090908,1,0.045454545454545456
your-digital-rights/yourdigitalrights.org,0,0.02084139532312455,0.04676836611802489,4,18.45833333333333,1,0.04166666666666666
orbs-network/orbs-ethereum-contracts-v1,0,0.03414825613995739,0.5239751786385859,7,62.29166666666666,1,0.04166666666666666
scriptex/create-pwa,1,0.1764102564102564,0.0,2,9.333333333333334,1,0.04166666666666666
Alheimsins/b5-result-text,1,0.0,0.0,4,10.416666666666666,1,0.04166666666666666
mauriciabad/GradeCalc,1,0.09561213434452873,0.0,4,20.5,0,0.04166666666666666
SwitchbladeBot/switchblade,0,0.024167013350478425,0.006283874008326133,6,115.20833333333331,1,0.04166666666666666
kremalicious/portfolio,0,0.004418642154491211,0.0,1,29.57692307692308,1,0.038461538461538464
lydell/LinkHints,1,0.04393595213031193,0.0,1,36.958333333333336,1,0.04166666666666666
cguerrerCS/rotombot,0,0.0048932157602324285,0.4226570820021299,2,10.375,0,0.04166666666666666
canonn-science/CAPIv2-Strapi,1,0.02541038115571733,0.0,2,43.75,1,0.04166666666666666
stephanrauh/ngx-extended-pdf-viewer,0,0.007353243491984174,0.0005041558795476223,1,21.0,1,0.04166666666666666
n1ru4l/react-in-center-of-screen,0,0.2692828146143437,0.0,1,20.875,1,0.04166666666666666
pluginjs/pluginjs,0,0.016617908564217288,0.2434919250822025,6,75.875,0,0.04166666666666666
konnectors/leclercdrive,1,0.0282574568288854,0.0,1,16.541666666666668,1,0.04166666666666666
36node/sketch,0,0.06407347379794706,0.038681766128006105,1,32.375,1,0.04166666666666666
openlattice/lattice-ui-kit,1,0.1034572264318588,0.09056908623062654,2,72.08333333333333,1,0.04166666666666666
dustinpfister/blog_posts,0,0.0033285076159718873,0.0,1,299.75,1,0.04166666666666666
nextstrain/nextstrain.org,1,0.01247138817826848,0.0,6,36.407407407407405,0,0.037037037037037035
x-orpheus/elint,0,0.06436376454000704,0.3354155350353069,3,35.958333333333336,1,0.04166666666666666
zendesk/volunteer_portal,0,0.03729997746224927,0.0,8,30.79166666666667,1,0.04166666666666666
popeindustries/dvlp,0,0.1091291421941846,0.4014367816091954,2,41.54166666666666,1,0.04166666666666666
acuity-social/acuity-browser,1,0.07612972704303525,0.0,1,58.04166666666666,0,0.04166666666666666
integrations/jira,0,0.02898330804248862,0.4039617486338798,9,25.66666666666667,1,0.04166666666666666
eclass/sequelize-paginate,1,0.002709002709002709,0.7531645569620253,1,12.958333333333336,1,0.04166666666666666
wya-team/wya-vc,0,0.03488855622089155,0.16993994880882066,5,72.91666666666667,1,0.04166666666666666
generative-music/generative.fm,0,0.0022047401914115352,0.0,1,29.83333333333333,1,0.04166666666666666
AaronDavidNewman/Smoosic,0,0.048409703504043125,0.0,3,29.5,0,0.04166666666666666
rsksmart/rsk-explorer-api,0,0.06598572827759899,0.1285292559230944,1,28.79166666666667,1,0.04166666666666666
TouhouFishClub/baibaibot,0,0.00663317422281041,0.0,3,67.32352941176471,1,0.029411764705882356
zjffun/note,0,0.0003495892326516343,0.0,2,12.041666666666664,0,0.04166666666666666
Alheimsins/bigfive-web,1,0.001103304105452645,0.0,3,35.333333333333336,1,0.04166666666666666
rsksmart/rsk-explorer,0,0.019090417624003243,0.04749034749034749,1,24.896551724137932,1,0.03448275862068965
turtlecoin/turtlecoin-nodes-json,1,0.0,0.5824175824175825,38,16.125,1,0.04166666666666666
studiodrishti/recipe-lab,1,0.006952572685987171,0.007957981855801368,1,19.70833333333333,1,0.04166666666666666
StartupsPoleEmploi/zen,0,0.022657374227589514,0.02432026836158192,3,77.875,1,0.04166666666666666
ministryofjustice/prisonstaffhub,0,0.006798676455382071,0.5214942433529363,8,77.125,1,0.04166666666666666
navikt/pam-stillingsok,0,0.012552463858230995,0.0,6,82.91666666666667,1,0.04166666666666666
bespoken/skill-testing-ml,1,0.035894626524390245,0.4648117839607202,4,18.48,0,0.04
mg901/styled-breakpoints,1,0.005314437555358724,0.0,4,49.5,1,0.04166666666666666
soruly/sola,1,0.1795411492317407,0.0,2,11.916666666666664,1,0.04166666666666666
wemake-services/nuxt-imagemin,1,0.046357615894039736,0.0,3,8.916666666666666,1,0.04166666666666666
Plant-for-the-Planet-org/treecounter-app,0,0.036876853889579946,0.0,11,260.5416666666667,1,0.04166666666666666
pass-culture/pass-culture-pro,0,0.06807428559518103,0.4657987809466476,10,128.75,1,0.04166666666666666
CivicActions/civicactions.com,0,0.016414465247499357,0.008360348063470397,5,97.45833333333331,1,0.04166666666666666
catdad/raw-viewer,1,0.013079818796656671,0.014632015723957196,1,51.04166666666666,1,0.04166666666666666
Lovinity/wwsu,0,0.1309062610234734,0.0005013833036788679,1,71.04,0,0.04
publiclab/leaflet-environmental-layers,1,0.25199540405974724,0.03636513338456472,8,22.04166666666667,1,0.04166666666666666
